Brand,Model,Adtype,Fuel,Year,Price,PriceType,Kilometers,Condition,Color,Transimition,Bodytype,CarUrl
Toyota,Corolla,For Sale,Benzine,2022,"760,000",Price,30000 to 39999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-2020-%D9%88-2022-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%AD%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%84%D8%A7%D8%B9%D9%84%D9%89-%D8%B3%D8%B9%D8%B1-ID196597761.html
MG,6,For Sale,Benzine,2021,"590,000",Price,50000 to 59999,Used,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/mg-6-luxury-black-interior-for-sale-ID196597392.html
Skoda,Octavia,For Sale,Benzine,2009,"300,000",Price,140000 to 159999,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D8%A7%D9%8A-5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID196586046.html
Mercedes-Benz,C200,For Sale,Benzine,2019,"2,050,000",Price,50000 to 59999,Used,Not Available,Automatic,Coupe,https://www.olx.com.eg/en/ad/c200-amg-fully-loaded-ID196510513.html
Mercedes-Benz,S320,For Sale,Benzine,1999,"360,000",Price,More than 200000,Used,Black,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A7%D8%B3-320-ID196596077.html
Honda,Civic,For Sale,Benzine,2021,"950,000",Price,40000 to 49999,Used,Red,Automatic,Coupe,https://www.olx.com.eg/en/ad/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D9%83-2017-%D9%83%D9%88%D8%A8%D9%8A%D9%87-ID196596867.html
Dodge,Ram,For Sale,Benzine,2007,"600,000",Price,160000 to 179999,Used,Black,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%AF%D9%88%D8%AF%D8%AC-%D8%B1%D8%A7%D9%85-2007-ID196510316.html
BMW,320,For Sale,Benzine,2023,"2,450,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-320i-luxury-ID196156975.html
Mercedes-Benz,GLC 300,For Sale,Benzine,2022,"4,000,000",Price,Not Availiable,New,Black,Automatic,4X4,https://www.olx.com.eg/en/ad/glc-300-amg-2022-%D8%AC%D9%8A-%D8%A7%D9%84-%D8%B3%D9%8A-%D9%A3%D9%A0%D9%A0-%D9%88%D9%83%D9%8A%D9%8A%D9%8A%D9%84-ID195899006.html
Toyota,C-HR,For Sale,Electric,2022,"1,375,000",Price,Not Availiable,New,White,Automatic,Hatchback,https://www.olx.com.eg/en/ad/toyota-ch-r-electric-car-%D8%AD%D8%B5%D9%80%D8%B1%D9%8A-%D9%84%D8%AF%D9%8A-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%A7%D9%8A%D9%80%D9%80%D9%85%D8%A7%D9%86-%D9%84%D8%A7%D8%B3%D8%AA%D9%8A%D8%B1%D8%A7%D8%AF-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-ID196596712.html
Kia,Sorento,For Sale,Benzine,2021,"1,750,000",Price,20000 to 29999,Used,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/the-kia-sorento_-2021-ID196596446.html
Citroen,C5,For Sale,Benzine,2015,"350,000",Price,More than 200000,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B3%D8%AA%D8%B1%D9%88%D9%8A%D9%86-%D8%A8%D9%8A%D9%83%D8%A7%D8%B3%D9%88-7%D8%B1%D8%A7%D9%83%D8%A8-ID196596229.html
MINI,Countryman S,For Sale,Benzine,2016,"650,000",Price,40000 to 49999,Used,White,Automatic,Cabriolet,https://www.olx.com.eg/en/ad/%D9%85%D9%8A%D9%86%D9%89-%D9%83%D9%88%D8%A8%D8%B1-s-%D9%83%D9%88%D9%86%D8%AA%D8%B1%D9%89-%D9%85%D8%A7%D9%86-2016-ID196596161.html
Skoda,Octavia,For Sale,Benzine,2012,"430,000",Price,70000 to 79999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D9%81%D8%A7%D9%86%D8%AA%D8%A7%D8%B2%D9%8A%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A2-skoda-fantasia-2012-ID196595793.html
Peugeot,3008,For Sale,Benzine,2021,"1,600,000",Price,40000 to 49999,Used,White,Automatic,SUV,https://www.olx.com.eg/en/ad/3008-gt-red-interior-ID196595627.html
Toyota,Corolla,For Sale,Benzine,2019,"850,000",Price,40000 to 49999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%A7%D9%84%D9%83-%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D8%B3%D8%B9%D9%89-%D8%A7%D8%AA%D8%B9%D8%AF%D9%84-%D9%84%D9%85%D8%AF%D9%87-%D9%8A%D9%88%D9%85%D9%8A%D9%86-ID195738585.html
Kia,Cerato,For Sale,Benzine,2010,"370,000",Price,More than 200000,Used,Other Color,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-%D9%83%D8%A7%D9%85%D9%84%D9%87-%D9%85%D9%81%D8%AA%D8%A7%D8%AD-%D9%A2%D9%A0%D9%A1%D9%A0-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%A7%D8%B9%D8%AF%D8%A7-%D8%A7%D9%84%D8%A7%D9%83%D8%B5%D8%AF%D8%A7%D9%85%D9%8A%D9%86-ID196595403.html
Fiat,128,For Sale,Benzine,1988,"32,000",Price,90000 to 99999,Used,Other Color,Manual,Sedan,https://www.olx.com.eg/en/ad/fiat-128-for-sale-%D9%81%D9%8A%D8%A7%D8%AA-%D9%A1%D9%A2%D9%A8-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID191943556.html
Toyota,Yaris,For Sale,Benzine,2022,"950,000",Price,Not Availiable,New,Not Available,Automatic,Hatchback,https://www.olx.com.eg/en/ad/toyota-yaris-ID196508924.html
MG,RX5,For Sale,Benzine,2019,"800,000",Price,60000 to 69999,Used,Blue- Navy Blue,Automatic,SUV,https://www.olx.com.eg/en/ad/mg-rx5-luxury-2019-ID196507830.html
Nissan,Qashqai,For Sale,Benzine,2018,"680,000",Price,60000 to 69999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/nissan-qashqai-2018-facelift-top-line-66600kms-only-ID196594829.html
Fiat,Tipo,For Sale,Benzine,2022,"680,000",Price,10000 to 19999,Used,Silver,Automatic,Hatchback,https://www.olx.com.eg/en/ad/tipo-hatchback-2022-ID196593512.html
Mercedes-Benz,C180,For Sale,Benzine,1998,"230,000",Price,More than 200000,Used,Green,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%B3%D9%8A-180-c-%D9%84%D9%87%D9%88%D8%A7%D9%87-%D8%A7%D9%84%D9%81%D8%AE%D8%A7%D9%85%D8%A9-ID196594060.html
Renault,Logan,For Sale,Benzine,2020,"315,000",Price,160000 to 179999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D8%B3%D8%B1%D8%B9%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-ID196387901.html
Nissan,Sunny,For Sale,Benzine,2014,"115,000",Price,60000 to 69999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-2014-%D8%AD%D8%A7%D8%AF%D8%AB%D9%87-ID196593365.html
Chevrolet,Lanos,For Sale,Benzine,2011,"160,000",Price,100000 to 119999,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D9%84%D8%A7%D9%86%D9%88%D8%B3-%D9%A2%D9%A0%D9%A1%D9%A1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%AC%D9%8A%D8%AF%D8%A9-ID196593120.html
Volkswagen,Other,For Sale,Electric,2022,"1,175,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/volkswagen-id3-pure-ev-%D9%81%D9%88%D9%84%D9%83%D8%B3-%D9%88%D8%A7%D8%AC%D9%86-ID196593081.html
Suzuki,Vitara,For Sale,Benzine,2017,"750,000",Price,20000 to 29999,Used,Gold,Automatic,SUV,https://www.olx.com.eg/en/ad/the-suzuki-vitara-tob_line-ID196592864.html
MINI,Countryman,For Sale,Benzine,2019,"1,400,000",Price,80000 to 89999,Used,Black,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%83%D8%A7%D9%86%D8%AA%D8%B1%D9%89-%D9%85%D8%A7%D9%86-%D8%AA%D9%88%D8%A8-%D9%84%D8%A7%D9%8A%D9%86-%D9%83%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D9%84%D8%A7%D8%AD%D8%B8%D8%A9-ID196592801.html
Toyota,Corolla,For Sale,Benzine,2019,"965,000",Price,0 to 9999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/2019-toyota-corolla-%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A9-ID196202907.html
Mazda,6,For Sale,Benzine,2015,"585,000",Price,90000 to 99999,Used,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/2015-mazda-6-%D9%85%D8%A7%D8%B2%D8%AF%D8%A7-%D9%A6-%D9%A2%D9%A0%D9%A1%D9%A5-ID196201557.html
Kia,Sorento,For Sale,Benzine,2020,"1,850,000",Price,Not Availiable,New,Burgundy,Automatic,4X4,https://www.olx.com.eg/en/ad/2020-kia-sorento-%D9%83%D9%8A%D8%A7-%D8%B3%D9%88%D8%B1%D9%86%D8%AA%D9%88-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A2%D9%A0-ID194667599.html
Mercedes-Benz,A200,For Sale,Benzine,2022,"2,500,000",Price,0 to 9999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/ther-mercedes-benz-a250e-hybrid-2022-ID196592666.html
BMW,520,For Sale,Benzine,2021,"2,450,000",Price,30000 to 39999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/the-bmw-520i-luxury-2021-ID196592054.html
Land Rover,Velar,For Sale,Benzine,2022,"4,050,000",Price,Not Availiable,New,Gold,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-velar-se-2022-ID195116752.html
Fiat,Tipo,For Sale,Benzine,2022,"950,000",Price,0 to 9999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%AA%D9%8A%D8%A8%D9%88-%D9%A2%D9%A0%D9%A2%D9%A2-%D8%B3%D9%8A%D8%AF%D8%A7%D9%86-%D9%87%D8%A7%D9%8A-%D9%84%D8%A7%D9%8A%D9%86-%D9%81%D8%A6%D8%A9-%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-%D8%A7%D9%84%D8%A8%D8%B5%D9%85%D8%A9-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID196564932.html
BMW,520,For Sale,Benzine,2019,"2,250,000",Price,40000 to 49999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/the-bmw-520i-luxury-2019-ID196591464.html
Mercedes-Benz,C180,For Sale,Benzine,2019,"2,250,000",Price,10000 to 19999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/the-mercedes-c180-amg-2019%D9%88%D9%83%D9%8A%D9%84-ID196591354.html
Porsche,Macan,For Sale,Benzine,2021,"4,200,000",Price,10000 to 19999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/the-porsche-macan-2021-ID196591242.html
BMW,525,For Sale,Benzine,2009,"600,000",Price,180000 to 199999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-e60-exactive-%D8%A7%D9%88%D9%84-%D9%85%D8%A7%D9%84%D9%83-%D9%85%D9%86-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID196590691.html
Jeep,Cherokee,For Sale,Benzine,2008,"480,000",Price,More than 200000,Used,Other Color,Automatic,4X4,https://www.olx.com.eg/en/ad/jeep-kk-2008-ID196590661.html
Nissan,Datsun,For Sale,Benzine,1982,"50,000",Price,0 to 9999,Used,Other Color,Manual,Pickup,https://www.olx.com.eg/en/ad/%D9%86%D9%82%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196590410.html
Kia,Rio,For Sale,Benzine,2016,"450,000",Price,140000 to 159999,Used,Blue- Navy Blue,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B1%D9%8A%D9%88-%D9%87%D8%A7%D8%AA%D8%B4-%D8%A8%D8%A7%D9%83-2016-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D9%85%D9%86-%D8%AF%D8%A7%D8%AE%D9%84-%D9%88%D8%AE%D8%A7%D8%B1%D8%AC-%D9%81%D9%8A%D8%B3-%D9%84%D9%81%D8%AA-ID196585575.html
Chevrolet,Optra,For Sale,Benzine,2008,"215,000",Price,140000 to 159999,Used,Burgundy,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2008-%D9%83%D8%A7%D9%85%D9%84%D9%87-%D9%85%D8%A7%D9%86%D9%88%D8%A7%D9%84-%D8%A7%D9%88%D9%84-%D8%A5%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%86-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID196590024.html
Volkswagen,Tiguan,For Sale,Benzine,2015,"700,000",Price,100000 to 119999,Used,Other Color,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%AA%D9%8A%D8%AC%D9%88%D8%A7%D9%86-2015-ID193180079.html
Volkswagen,Golf,For Sale,Benzine,2001,"175,000",Price,100000 to 119999,Used,Not Available,Manual,Not Availiable,https://www.olx.com.eg/en/ad/%D8%AC%D9%88%D9%84%D9%81-%D9%A4-%D9%85%D8%B9%D8%A7%D9%82%D9%8A%D9%86-%D9%A2%D9%A0%D9%A0%D9%A2-%D9%84%D8%B3%D9%87-%D9%81-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-ID196589207.html
Seat,133,For Sale,Benzine,1981,"26,000",Price,90000 to 99999,Used,Other Color,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%AA-%D9%A1%D9%A3%D9%A3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID196589075.html
Hyundai,Elantra,For Sale,Benzine,2017,"690,000",Price,50000 to 59999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%A5%D9%84%D9%86%D8%AA%D8%B1%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA-2018-ID196588652.html
Honda,Civic,For Sale,Benzine,2020,"830,000",Price,10000 to 19999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D9%83-2020-ex-ID196588541.html
Honda,Civic,For Sale,Benzine,2016,"930,000",Price,50000 to 59999,Used,White,Automatic,Coupe,https://www.olx.com.eg/en/ad/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D9%83-2016-%D9%83%D9%88%D8%A8%D9%8A%D9%87-ID196588437.html
Opel,Astra,For Sale,Benzine,2012,"470,000",Price,80000 to 89999,Used,Gray,Automatic,Hatchback,https://www.olx.com.eg/en/ad/opel-astra-hatchback-ID196588367.html
Honda,Civic,For Sale,Benzine,2021,"970,000",Price,0 to 9999,Used,Gray,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D9%83-2021-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA-%D8%AA%D9%88%D8%B1%D9%8A%D9%86%D8%AC-ID196588279.html
Mercedes-Benz,C200,For Sale,Benzine,2022,"1,000,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-c200-amg-2023-ID196035882.html
BMW,X3,For Sale,Benzine,2007,"400,000",Price,More than 200000,Used,Silver,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/bmw-x3-ID196587811.html
Porsche,Panamera,For Sale,Benzine,2013,"800,000",Price,120000 to 139999,Used,White,Automatic,SUV,https://www.olx.com.eg/en/ad/porsche-panamera-gts-2013-%D8%AC%D9%85%D8%B1%D9%83-ID195960387.html
BMW,340,For Sale,Benzine,2018,"2,000,000",Price,80000 to 89999,Used,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D8%B3%D8%B1-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-%D8%B5%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%D9%88%D9%83%D9%8A%D9%84-%D8%A8%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85-ID196587678.html
Kia,Cerato,For Sale,Benzine,2018,"590,000",Price,60000 to 69999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-2018-%D8%AD%D8%A7%D9%84%D9%87-%D8%AC%D9%8A%D8%AF%D9%87-ID196587420.html
MINI,Cooper,For Sale,Benzine,2008,"430,000",Price,90000 to 99999,Used,White,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%85%D9%8A%D9%86%D9%8A-%D9%83%D9%88%D8%A8%D8%B1-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%B5%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%D9%88%D9%83%D9%8A%D9%84-ID195729054.html
Toyota,Corolla,For Sale,Benzine,2020,"600,000",Price,20000 to 29999,Used,Silver,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%AA%D9%85-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-ID196586388.html
Jaguar,XF,For Sale,Benzine,2019,"2,500,000",Price,10000 to 19999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/jaguar-xf-2019-ID196586202.html
Chevrolet,Pickup/Dababa,For Sale,Diesel,2015,"370,000",Price,More than 200000,Used,White,Manual,Pickup,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196570667.html
Chevrolet,Pickup/Dababa,For Sale,Diesel,2023,"170,000",Price,10000 to 19999,Used,White,Manual,Pickup,https://www.olx.com.eg/en/ad/%D8%AC%D8%A7%D9%85%D8%A8%D9%88-5200-%D8%A7%D9%84%D9%88%D8%AD%D9%8A%D8%AF%D8%A9-%D9%81%D9%89-%D9%85%D8%B5%D8%B1-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2023-%D8%B1%D8%AE%D8%B5%D8%AA-%D9%88%D9%84%D9%85-%D8%AA%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D8%B9%D8%AF%D8%A7%D8%AF-18-%D8%A7%D9%84%D9%81-%D9%83%D9%85-ID196586076.html
Peugeot,3008,For Sale,Benzine,2019,"1,170,000",Price,70000 to 79999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88-3008-ID196585883.html
Kia,Sportage,For Sale,Benzine,2023,"1,580,000",Price,Not Availiable,New,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/kia-sportage-silver-high-line-zero-ID196585851.html
Chery,Arrizo 5,For Sale,Benzine,2021,"370,000",Price,60000 to 69999,Used,Other Color,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%8A-%D8%A7%D8%B1%D9%8A%D8%B2%D9%88-5-ID196382468.html
Peugeot,301,For Sale,Benzine,2015,"310,000",Price,160000 to 179999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/pejout-301-ID196584235.html
Chery,Tiggo,For Sale,Benzine,2023,"252,000",Price,Not Availiable,New,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%AA%D9%8A%D8%AC%D9%88-7-%D9%87%D8%A7%D9%89-%D9%84%D8%A7%D9%8A%D9%86-ID196585259.html
Toyota,Corolla,For Sale,Benzine,2019,"800,000",Price,50000 to 59999,Used,Gold,Automatic,Sedan,https://www.olx.com.eg/en/ad/corolla2019-58k-km-ID196584706.html
Hyundai,Accent,For Sale,Benzine,2012,"315,000",Price,More than 200000,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%89-%D8%A7%D9%83%D8%B3%D9%86%D8%AA-rb-ID196584539.html
Chery,Tiggo,For Sale,Benzine,2017,"365,000",Price,90000 to 99999,Used,Brown,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%AA%D9%8A%D8%AC%D9%88-3-ID196584611.html
BMW,850,For Sale,Benzine,2020,"5,750,000",Price,10000 to 19999,Used,Black,Automatic,Coupe,https://www.olx.com.eg/en/ad/bmw-m850-coupe-ID196584478.html
Hyundai,Verna,For Sale,Benzine,2006,"145,000",Price,160000 to 179999,Used,Red,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%B1%D9%86%D8%A7-%D9%A2%D9%A0%D9%A0%D9%A6-ID196584430.html
Mitsubishi,Lancer,For Sale,Benzine,2016,"420,000",Price,20000 to 29999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/lancer-shark-2016-ID196584387.html
Mercedes-Benz,S320,For Sale,Benzine,2020,"6,500,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/2020-s320-mercedes-benz-brand-new-ID196584319.html
Chery,A11,For Sale,Benzine,2006,"88,000",Price,140000 to 159999,Used,Other Color,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%89-a11-%D8%B3%D9%8A%D8%B3-%D8%AA%D9%85-%D8%AC%D9%88%D9%84%D9%81-%D9%A3-abs-1800-cc-ID196574316.html
BMW,530,For Sale,Benzine,2005,"550,000",Price,180000 to 199999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-e60-530-model-2005-ID196583651.html
Land Rover,Range Rover Vogue,For Sale,Benzine,2022,"9,700,000",Price,Not Availiable,New,Other Color,Automatic,4X4,https://www.olx.com.eg/en/ad/%D8%B1%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D9%81%D9%88%D8%AC-sv-%D8%A7%D9%84%D9%88%D8%AD%D9%8A%D8%AF%D9%87-%D9%81-%D9%85%D8%B5%D8%B1-ID196583648.html
Mitsubishi,Atrage,For Sale,Benzine,2023,"450,000",Price,Not Availiable,New,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID196580985.html
BYD,F3,For Sale,Benzine,2021,"285,000",Price,80000 to 89999,Used,Burgundy,Manual,Sedan,https://www.olx.com.eg/en/ad/byd-f3-ID196583120.html
Mercedes-Benz,C180,For Sale,Benzine,2022,"2,800,000",Price,Not Availiable,New,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-c-180-amg-2022-ID196458809.html
Toyota,Corolla,For Sale,Benzine,2023,"1,180,000",Price,Not Availiable,New,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/toyota-corolla-category-iii-2023-ID196000523.html
Suzuki,Swift,For Sale,Benzine,2022,"280,000",Price,10000 to 19999,Used,Blue- Navy Blue,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D8%A8%D9%85%D9%82%D8%AF%D9%85-50-%D8%A7%D8%B3%D8%AA%D9%84%D9%85-%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%89-%D8%B3%D9%88%D9%8A%D9%81%D8%AA-16000-%D9%83-%D9%85-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196582717.html
MG,MG 5,For Sale,Benzine,2022,"200,000",Price,70000 to 79999,Used,Silver,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/2022-%D8%A7%D8%B9%D9%84%D9%89-%D9%81%D8%A6%D8%A9-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%A3%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D9%88-%D8%AE%D8%B5%D9%85-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%83%D8%A7%D8%B4-mg5-ID196582646.html
Toyota,Prado,For Sale,Benzine,2017,"3,250,000",Price,60000 to 69999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/the-toyota-prado-2017-ID196582566.html
